"","Country","Year","hog_ideology","leader_ideology","match_hog_leader","democracy","region","IMF.based.exchange.rate","Population","Currency","Per.capita.GNI","agriculture_and_hunting_fishing_isic","Changes.in.inventories","construction_isic","Exports.of.goods.and.services","Gross.capital.formation","Imports.of.goods.and.services","mining_manifacturing_isic","transport_storage_communication_isic","wholesale_trade_restaurant_hotel_isic","Gross.National.Income.GNI..in.USD","Gross.Domestic.Product..GDP.","Military.expenditure....of.GDP.","Urban.population","Rural.population"
"107","Armenia",2020,"centrist","centrist","yes","no","Eastern Europe and Central Asia",489.0088586,2805608," Armenian Dram ",4565,1434808159,238916940,873331827,3762799932,2485842493,5021765673,2516829866,783151252,1511829463,12807864129,12641698594,4.982543724,1875014,1086486
"108","Australia",1990,"leftist","leftist","yes","yes","Western Europe and North America",1.281056667,17048003," Australian Dollar ",18254,10282917487,-1129536294,21634484033,51965694986,78522677894,52395028063,68004798122,27179906171,39127074785,3.11e+11,3.24e+11,2.07590586,14579251,2485877
"109","Australia",1991,"leftist","leftist","yes","yes","Western Europe and North America",1.283755833,17271086," Australian Dollar ",18355,10034618473,-1624919588,19293388475,54925553730,73678340962,54028965789,69286540081,28907366211,39039355225,3.17e+11,3.3e+11,2.168042858,14761085,2522951
"110","Australia",1992,"leftist","leftist","yes","yes","Western Europe and North America",1.361648333,17462504," Australian Dollar ",18185,10613606793,379686875,18467323305,57221823060,77000057528,58266879970,69037649222,27986668119,39512404696,3.18e+11,3.26e+11,2.16874608,14906654,2571981
"111","Australia",1993,"leftist","leftist","yes","yes","Western Europe and North America",1.47056,17631511," Australian Dollar ",17601,10593243390,972418670,18394353172,57026574910,77014198673,58659286258,66579398324,27356925253,39117751061,3.1e+11,3.17e+11,2.178029886,15017273,2617535
"112","Australia",1994,"leftist","leftist","yes","yes","Western Europe and North America",1.367750833,17805504," Australian Dollar ",19658,10912075238,3257903334,21710825741,64785922875,94235000161,71901253944,74038339098,30920105453,44712822328,3.5e+11,3.63e+11,2.116598589,15139633,2665835
"113","Australia",1995,"leftist","leftist","yes","yes","Western Europe and North America",1.3490325,18002999," Australian Dollar ",21009,13250236744,2509205671,23175127360,74070120623,97198547848,75845467029,78614859168,33263097813,49136696114,3.78e+11,3.92e+11,2.021312568,15285785,2719097
"114","Australia",1996,"rightist","rightist","yes","yes","Western Europe and North America",1.277863333,18211845," Australian Dollar ",23115,14069579689,3561413714,26063820075,83323464429,1.08e+11,82129283518,83697526340,37158120717,54580171589,4.21e+11,4.36e+11,1.930440067,15448588,2776179
"115","Australia",1997,"rightist","rightist","yes","yes","Western Europe and North America",1.34738,18410250," Australian Dollar ",23005,13246448663,2121895827,25772981638,85529694667,1.12e+11,89367513248,85139307397,37762175481,53857115290,4.24e+11,4.37e+11,1.867334395,15592522,2830515
"116","Australia",1998,"rightist","rightist","yes","yes","Western Europe and North America",1.591828333,18601667," Australian Dollar ",20330,11905806426,3011003071,23388828569,71463736144,1.02e+11,80996171070,72694396485,34185218884,48384614338,3.78e+11,3.9e+11,1.871121813,15723967,2883617
"117","Australia",1999,"rightist","rightist","yes","yes","Western Europe and North America",1.54995,18800892," Australian Dollar ",22068,13298493500,1336172135,26928610600,82902029098,1.12e+11,92114584341,78054130778,36074066905,52452659763,4.15e+11,4.27e+11,1.889235741,15871907,2940357
"118","Australia",2000,"rightist","rightist","yes","yes","Western Europe and North America",1.724826667,19017963," Australian Dollar ",20947,14342890493,779208732,21112846122,90853187180,95940654906,90500687992,75826749741,34089222492,49086671511,3.98e+11,4.1e+11,1.829841913,16028911,2999891
"119","Australia",2001,"rightist","rightist","yes","yes","Western Europe and North America",1.9334425,19248143," Australian Dollar ",19764,15433094080,438595924,22291327516,81091628016,95491849383,81075077226,70080180817,32141633382,47171301965,3.8e+11,3.91e+11,1.870093879,16210024,3064677
"120","Australia",2002,"rightist","rightist","yes","yes","Western Europe and North America",1.8405625,19475844," Australian Dollar ",21763,12596149275,-495500696,26576657951,83153927128,1.13e+11,92260925668,78320078780,36009643791,53186457944,4.24e+11,4.36e+11,1.873964621,16419256,3075954
"121","Australia",2003,"rightist","rightist","yes","yes","Western Europe and North America",1.541914167,19698999," Australian Dollar ",27624,17154002844,2424259457,36862622595,96178505397,1.52e+11,1.11e+11,97258980585,46421520437,68261257517,5.44e+11,5.6e+11,1.846289689,16633061,3087676
"122","Australia",2004,"rightist","rightist","yes","yes","Western Europe and North America",1.3597525,19925056," Australian Dollar ",32874,19637397247,3032904885,46057646520,1.24e+11,1.87e+11,1.42e+11,1.21e+11,57097155549,81249345009,6.55e+11,6.8e+11,1.827410769,16835775,3096947
"123","Australia",2005,"rightist","rightist","yes","yes","Western Europe and North America",1.309473333,20171731," Australian Dollar ",36347,20842730665,-2171865534,51270230780,1.52e+11,2.1e+11,1.66e+11,1.44e+11,61245233453,88272893428,7.33e+11,7.63e+11,1.80249268,17065978,3110866
"124","Australia",2006,"rightist","rightist","yes","yes","Western Europe and North America",1.327973441,20467030," Australian Dollar ",38257,18086205091,847908524,57536542275,1.66e+11,2.26e+11,1.79e+11,1.53e+11,67623340393,94044802547,7.83e+11,8.2e+11,1.822330926,17321968,3128998
"125","Australia",2007,"leftist","leftist","yes","yes","Western Europe and North America",1.1950725,20830828," Australian Dollar ",45433,23114078853,3860853630,69690332595,1.99e+11,2.82e+11,2.24e+11,1.83e+11,80179235988,1.14e+11,9.46e+11,9.87e+11,1.812273234,17666406,3161216
"126","Australia",2008,"leftist","leftist","yes","yes","Western Europe and North America",1.192178333,21247873," Australian Dollar ",48046,24339479412,-2522273653,76745229671,2.43e+11,2.9e+11,2.41e+11,2.09e+11,82274603772,1.18e+11,1.02e+12,1.06e+12,1.796688089,18049707,3199492
"127","Australia",2009,"leftist","leftist","yes","yes","Western Europe and North America",1.28218881,21660892," Australian Dollar ",45132,22417915188,-2543307175,76263339089,2.01e+11,2.72e+11,2.11e+11,1.8e+11,80073230395,1.14e+11,9.78e+11,1.02e+12,1.923938334,18451571,3240082
"128","Australia",2010,"leftist","leftist","yes","yes","Western Europe and North America",1.090159486,22019168," Australian Dollar ",56720,29816738198,5723015832,96709702861,2.79e+11,3.44e+11,2.65e+11,2.48e+11,98507604934,1.43e+11,1.25e+12,1.3e+12,1.852928258,18767085,3264665
"129","Australia",2011,"leftist","leftist","yes","yes","Western Europe and North America",0.969463201,22357034," Australian Dollar ",67110,35088490154,4739736375,1.21e+11,3.33e+11,4.29e+11,3.35e+11,2.88e+11,1.18e+11,1.71e+11,1.5e+12,1.55e+12,1.755656947,19056040,3283984
"130","Australia",2012,"leftist","leftist","yes","yes","Western Europe and North America",0.965801031,22729269," Australian Dollar ",68253,36362562148,443155460,1.28e+11,3.18e+11,4.44e+11,3.39e+11,2.73e+11,1.22e+11,1.77e+11,1.55e+12,1.59e+12,1.670963965,19414834,3318631
"131","Australia",2013,"rightist","rightist","yes","yes","Western Europe and North America",1.035843097,23111782," Australian Dollar ",65032,34274495934,-2296679881,1.25e+11,3.26e+11,4.13e+11,3.3e+11,2.69e+11,1.15e+11,1.65e+11,1.5e+12,1.54e+12,1.6391802,19775013,3353116
"132","Australia",2014,"rightist","rightist","yes","yes","Western Europe and North America",1.109363293,23469579," Australian Dollar ",61081,34766789428,812177585,1.2e+11,2.94e+11,3.85e+11,3.15e+11,2.27e+11,1.1e+11,1.57e+11,1.43e+12,1.46e+12,1.773057778,20095657,3380029
"133","Australia",2015,"rightist","rightist","yes","yes","Western Europe and North America",1.331090262,23820236," Australian Dollar ",51047,29942372147,803101059,98735603217,2.4e+11,3.16e+11,2.68e+11,1.79e+11,93263397308,1.36e+11,1.22e+12,1.25e+12,1.953633592,20410546,3405449
"134","Australia",2016,"rightist","rightist","yes","yes","Western Europe and North America",1.345213976,24195701," Australian Dollar ",52571,35343819532,1381936282,99193884675,2.78e+11,3.15e+11,2.71e+11,2.08e+11,94079456693,1.38e+11,1.27e+12,1.31e+12,2.08852965,20755798,3435109
"135","Australia",2017,"rightist","rightist","yes","yes","Western Europe and North America",1.304758077,24590334," Australian Dollar ",55633,34714481411,2388948615,1.09e+11,3.09e+11,3.47e+11,3.04e+11,2.32e+11,99759489765,1.45e+11,1.37e+12,1.41e+12,2.004232965,21126017,3466571
"136","Australia",2018,"rightist","rightist","yes","yes","Western Europe and North America",1.338412146,24979230," Australian Dollar ",56280,30778262218,-359381078,1.08e+11,3.51e+11,3.39e+11,3.15e+11,2.61e+11,98979974405,1.45e+11,1.41e+12,1.45e+12,1.89568808,21471397,3491861
"137","Australia",2019,"rightist","rightist","yes","yes","Western Europe and North America",1.438506544,25357170," Australian Dollar ",53047,27687743348,-5366677010,98516757237,3.3e+11,3.06e+11,2.78e+11,2.51e+11,91951615050,1.36e+11,1.35e+12,1.38e+12,1.88096043,21819366,3515460
"138","Australia",2020,"rightist","rightist","yes","yes","Western Europe and North America",1.453085118,25670051," Australian Dollar ",55156,33024218189,4472552858,99980378405,3.16e+11,3.26e+11,2.55e+11,2.65e+11,89614846608,1.47e+11,1.42e+12,1.43e+12,2.010656405,22120168,3529080
"139","Austria",1990,"leftist","leftist","yes","yes","Western Europe and North America",0.826278012,7678729," Euro ",21778,5155707566,1809973130,10462575877,59424706051,44429109151,59580421195,38746748336,13600127262,25919115186,1.67e+11,1.66e+11,1.195660267,4833974,2843876
"140","Austria",1991,"leftist","leftist","yes","yes","Western Europe and North America",0.848521956,7755638," Euro ",22391,4885717891,492364396,11584870885,60114699047,46745156958,61622201583,39692222193,14247157202,27157502000,1.74e+11,1.74e+11,1.154217118,4861464,2893427
"141","Austria",1992,"leftist","leftist","yes","yes","Western Europe and North America",0.798625999,7840816," Euro ",24941,4785763680,-104202718,13236157869,64676569593,51114143609,67250799587,43365668843,15954532831,30400190467,1.96e+11,1.95e+11,1.099214072,4893935,2946774
"142","Austria",1993,"leftist","leftist","yes","yes","Western Europe and North America",0.84534367,7905278," Euro ",24148,4196591785,-831479581,13150049142,59897786908,48061152464,60539818096,40731802613,15314140530,29185720228,1.91e+11,1.9e+11,1.115584541,4912877,2992756
"143","Austria",1994,"leftist","leftist","yes","yes","Western Europe and North America",0.830056388,7935365," Euro ",25690,4827185427,-479368638,14871467984,65457389138,53089098083,68856658200,42962853624,16218286795,30932842047,2.04e+11,2.04e+11,1.094453076,4910076,3026042
"144","Austria",1995,"leftist","leftist","yes","yes","Western Europe and North America",0.732650875,7947296," Euro ",30215,5203392408,2707278553,17327557279,80833125343,64513961045,83702445604,52220356670,19227043171,36592886080,2.4e+11,2.41e+11,1.073232052,4895821,3052457
"145","Austria",1996,"leftist","leftist","yes","yes","Western Europe and North America",0.769355138,7958041," Euro ",29798,4703705510,637130989,17346748397,81261470736,62490022683,85022399673,50871656127,18632045592,35529989551,2.37e+11,2.37e+11,1.049682977,4880469,3078548
"146","Austria",1997,"leftist","leftist","yes","yes","Western Europe and North America",0.886917012,7967093," Euro ",26585,4054607082,1190370672,15104930689,78790674908,55779063097,80517488103,45914476132,16573613758,31684272153,2.12e+11,2.13e+11,1.046433982,4864091,3103950
"147","Austria",1998,"leftist","leftist","yes","yes","Western Europe and North America",0.899621738,7975862," Euro ",27198,3914056155,1076107834,15571266689,83702879586,56976813521,84194186078,46654575175,17726961598,32662327690,2.17e+11,2.18e+11,1.018072863,4847335,3129454
"148","Austria",1999,"leftist","leftist","yes","yes","Western Europe and North America",0.938627276,7991377," Euro ",26746,3740302557,2300519126,15217776393,85475408680,56721961284,84489554099,46523291113,17665329388,32250735494,2.14e+11,2.17e+11,0.980246123,4834637,3157687
"149","Austria",2000,"rightist","rightist","yes","yes","Western Europe and North America",1.085400833,8010428," Euro ",24354,3241880688,414316984,13182963897,85305305797,51024182311,82683831856,42481421226,15854373308,29878952553,1.95e+11,1.97e+11,0.98031858,4824004,3187562
"150","Austria",2001,"rightist","rightist","yes","yes","Western Europe and North America",1.11751,8039626," Euro ",24210,3296901146,543037646,12528129502,88046549919,49651278288,84694902059,43137913755,16319290208,30010156509,1.95e+11,1.97e+11,0.908240041,4820068,3222225
"151","Austria",2002,"rightist","rightist","yes","yes","Western Europe and North America",1.062551667,8078992," Euro ",26259,3334764898,135033434,13299466222,96705895086,50450469075,88830607453,45143254210,18133188817,32782499988,2.12e+11,2.13e+11,0.883527837,4821291,3260666
"152","Austria",2003,"rightist","rightist","yes","yes","Western Europe and North America",0.886034167,8120104," Euro ",32146,3904172243,528659072,17025449545,1.17e+11,63874195973,1.09e+11,54933874822,22107285178,39941495860,2.61e+11,2.62e+11,0.913640319,4822095,3299328
"153","Austria",2004,"rightist","rightist","yes","yes","Western Europe and North America",0.805365,8171217," Euro ",36776,4442966854,1261390798,19372930286,1.41e+11,72403792069,1.32e+11,62999472289,24678760562,45690426080,3.01e+11,3.01e+11,0.893480466,4829142,3342824
"154","Austria",2005,"rightist","rightist","yes","yes","Western Europe and North America",0.80412,8227034," Euro ",38325,3979281699,2192881659,19690717803,1.54e+11,75279808984,1.43e+11,65854835099,26057702830,48028316669,3.15e+11,3.16e+11,0.850142574,4839033,3388796
"155","Austria",2006,"rightist","rightist","yes","yes","Western Europe and North America",0.797140833,8267763," Euro ",40732,4378473482,3483625332,20240877553,1.71e+11,79326296378,1.59e+11,71345535973,27337879442,51529376344,3.37e+11,3.36e+11,0.785813244,4839801,3428840
"156","Austria",2007,"leftist","leftist","yes","yes","Western Europe and North America",0.7306375,8294722," Euro ",46810,5505110263,5373239123,23863133223,2.04e+11,95552185591,1.87e+11,83303840824,31153041009,59285911276,3.88e+11,3.89e+11,0.900457173,4832038,3463449
"157","Austria",2008,"leftist","leftist","yes","yes","Western Europe and North America",0.682674711,8321131," Euro ",52144,5775722954,3226602603,26615648274,2.29e+11,1.05e+11,2.1e+11,89396925058,34587116838,66269614584,4.34e+11,4.3e+11,0.870705123,4823638,3497858
"158","Austria",2009,"leftist","leftist","yes","yes","Western Europe and North America",0.71984336,8342935," Euro ",47942,4588970580,-920741979,24251053736,1.81e+11,91135035294,1.67e+11,78958566787,31905163377,62601938863,4e+11,4e+11,0.833379565,4812679,3530644
"159","Austria",2010,"leftist","leftist","yes","yes","Western Europe and North America",0.755044952,8362829," Euro ",47253,4966565223,1883371310,22678848398,2.01e+11,88598513007,1.87e+11,77390928641,30626375210,62402205161,3.95e+11,3.92e+11,0.821232712,4800510,3562894
"160","Austria",2011,"leftist","leftist","yes","yes","Western Europe and North America",0.719355254,8391200," Euro ",51551,6043940012,3948772162,24295061324,2.33e+11,1.04e+11,2.21e+11,85413986611,34073623397,68971123448,4.33e+11,4.31e+11,0.790897558,4792887,3598756
"161","Austria",2012,"leftist","leftist","yes","yes","Western Europe and North America",0.778293601,8429637," Euro ",48619,5521309686,3180753376,23163841984,2.21e+11,98168326016,2.1e+11,81788093702,32158879316,64827347814,4.1e+11,4.09e+11,0.778464251,4817487,3612504
"162","Austria",2013,"leftist","leftist","yes","yes","Western Europe and North America",0.753159182,8479539," Euro ",50855,5396163385,737453666,24623785313,2.3e+11,1.02e+11,2.18e+11,85151003328,34408795145,66244840669,4.31e+11,4.3e+11,0.750825383,4861991,3617832
